,Titles,Articles,Urls
28,Gunmen shoot two in mobile money robbery - Daily Monitor,"Two unidentified gunmen on Sunday night shot and injured two people in Mpongo Village in Mpasana Sub-county in Kakumiro District before taking off with unspecified amount of money from a mobile money agent.The men, who were riding on a motorcycle at about 10:30pm, attacked a mobile money agent whom police identified as Mr Amos Mugisha and robbed him of money and his mobile phone before they attacked another shop attendant. Mr Najib Waiswa, the district police commander, identified the injured as Mr Kussein Kasaija, 42, and Mr Posoko Sekiwere, 23, all residents of Mpongo and Mukora villages, respectively.  They pointed a gun at me and asked me to give them all the money that I had. I gave them Shs.1.3 million. They proceeded to the next shop where I heard them firing bullets,   Mr Mugisha said. Eyewitnesses say the armed men attempted to rob another businesswoman but failed.Her son, Mr Sekiwere, engaged the robbers in a scuffle prompting them to shoot him, police said. As they fled, residents mobilised and barricaded the road to prevent them from escaping but in the process, Mr Kasaija was shot.The injured were taken for first aid and later to Hoima referral hospital. Police say they have started investigating the matter.  We are in touch with local people and we shall bring the perpetrators to book,   Mr Waiswa said yesterday. In a related incident, police in Kagadi District are holding a woman and four other relatives in connection with the murder of her husband Vincent Sabimaana, a businessman in Kyabitundu Village in Rugashaali Sub-county. Sabimaana s body was found at the weekend.Police investigations and a post-mortem report shows that he was strangled to death.Mr Romeo Ojara Oneck, the district police commander, attributed the killing to domestic violence.ArrestsLast month, police said they arrested at least eight suspects in mobile money robberies and killings registered in four weeks in different districts. Police also said five suspects, who were targeting Savings and Credit Cooperative Organisations were apprehended. Police spokesperson Fred Enanga said robberies targeting mobile money operators and Saccos were registered between February 12 and March 7 in Wakiso, Busia, Mbale, Masaka, Kalungu and Mbarara districts in which two mobile money operators were shot dead.[email protected]",https://www.monitor.co.ug/News/National/Gunmen-shoot-two-in-mobile-money-robbery/688334-5063772-l9vynk/index.html
29,"Help local communities benefit from tourism, experts tell government - Daily Monitor","Kampala. Government should find innovative ways of helping communities around protected areas earn from tourism if they are to appreciate and protect the parks, experts have suggested.Dr Dilys Roe, a researcher at the International Institute for Environment and Development (IIED), a London-based think-tank, said if communities feel that parks do not benefit them, they resort to poaching.She made the remarks while giving a keynote address into the threats to the Bwindi Impenetrable National Park and some innovative ideas for new community-based solutions in Kampala last week. The lecture was organised by Aga Khan Development Network. Citing their nearly two years  experience in helping communities around Bwindi tap into tourism, Dr Roe said many people can benefit from gorilla tracking indirectly through selling items to tourists. Gorillas are key attraction in Uganda. They are particularly important because there aren t many countries in the world where you can find gorillas. So the tourism market is here or in Rwanda,  she said.  That really sounds positive, but the other side of the story is where that money goes. Dr Roe said local communities can earn from tourism if they are trained to work as professional guides, sell food or offer authentic cultural experiences and not necessarily wait for the 10 per cent park revenue ploughed back by government. TrainingShe said IIED has already trained some residents to offer the services.Gorilla-tracking in Bwindi generates revenue for conservation, but local benefits from tourism are limited and the illegal use of the park s resources continues.Tourism is a top foreign exchange earner and Uganda last year raked in $1.4b (Shs5 trillion) from the sector, according to government statistics.Mr Amin Mawji, the Aga Khan Development Network representative in Uganda, said the lectures are aimed at creating  a space for conversation... a space for illumination where leaders and opinion formers can come together to reflect on the big issues of our time, to explore new ideas and fresh perspectives, and to promote new solutions to the problems that face us and our children. The lecture examined some of the challenges facing the tourism sector. Prof Ephraim Kamuntu, the Tourism minister, lauded the Aga Khan Development Network for organising the lecture and contributing to the development of Uganda.He said government is committed to conserving the environment but sometimes they are let down by rampant poverty among Ugandans, bad attitude and the growing population of people and animals that compete for space.The lecture was attended by Mr Daudi Migereko, the chairman of Uganda Tourist Board, several ambassadors and senior leadership of the Uganda Wildlife Authority.[email protected]",https://www.monitor.co.ug/News/National/Help-local-communities-benefit-from-tourism-experts-tell-govt/688334-5063750-gaoykg/index.html
30,"Apaa Land: Residents reject resettlement, compensation - Daily Monitor"," A section of residents occupying the disputed Apaa land bordering Amuru and Adjumani districts have rejected plans by the government to compensate and have them relocated.Government claims residents encroached on 827Sq km of gazetted former East Madi Controlled hunting area in Adjumani District.In February, Cabinet resolved to resettle victims of Apaa land conflict with building materials and money after assessing damages. According to a Cabinet memorandum, residents were to be given a package of Shs10 million, 20 iron sheets, 20 bags of cement and Shs2 million for those who do not have National Identity Cards. The processes of compensation and resettlement would be spear -headed by the Office of the Prime Minister, Lands ministry and Minister for Northern Uganda, Ms Grace Kwiyucwiny.The affected residents, however, say they will not accept any form of compensation and forceful plans to evict them from their ancestral land.Mr Sylvester Odoki, a resident of Acholi Ber Parish, says he totally disagrees with government plans to force them into accepting money and material benefits.Mr Denis Komakech, another Apaa resident, says the recent Cabinet memorandum was wrong on disclosing that only 374 families occupy Apaa land.Documents presented before Cabinet in February seen by this newspaper titled  The memorandum of Efforts to resolve the Apaa land conflict  indicated that 374 families occupy the land. A total of 206 were found to be non-violent and cooperative with government. According to the document, only 71 family heads were found with national IDs as residents of Apaa Village, Labala parish, Pabbo Sub-county in Amuru between 2013 and 2014 before the 2017 declaration of the boundary.However according to Mr Komakech, the information provided is inaccurate adding that more than 20,000 people are settling on the land.Last month, the Acholi legislators under their Umbrella body, the Acholi Parliamentary Group (APG), rejected the compensation plans.Mr Philip Okin Ojara, the APG chairperson, said the amount offered by government is too little for the residents to lose their land. Dr Daniel Komakech, the Acholi committee chairperson on Apaa land conflict, said the Cabinet resolution was made without consent from the team selected to ensure a peaceful resolution.Speaking during a meeting to discuss solutions on land conflict in Amuru and Nwoya districts at the Ker Kwaro Acholi Palace in Gulu Town on Thursday, Mr Komakech said the cabinet resolution was different from what they had discussed with the Prime Minister.In August last year, President Museveni called for the formation of an eight member committee from both Adjumani and Acholi to discuss the recommendations on ending the Apaa land impasse. The committee was headed by the Prime Minister, Dr Ruhakana Rugunda.However, in two meetings held between September and December last year and chaired by Dr Rugunda, the parties failed to harmonise on Mr Museveni s earlier recommendations.[email protected]",https://www.monitor.co.ug/News/National/Apaa-Land-Residents-reject-resettlement-compensation/688334-5062492-um0t30z/index.html
31,"Government, donors partner to restore wetlands - Daily Monitor","KABALE. The Ministry of Water and Environment with support from the World Bank Adaptation Fund through Sahara Sahel Observatory, a non-governmental organisation, has started a five-year project aimed at restoring wetlands in Maziba, Awoja and River Aswa catchment areas.Maziba catchment extends to Rubanda, Kabale, Rukiga and Ntungamo districts. Aswa stretches to districts of Kaabong, Kotido, Kitgum, Agago, Abim, Pader, Lira, Amuria, Otuke, Aleptong, Napak and Abim while Ajowa extends to Bukwo, Kween, Nakapiripiriti, Katakwi, Kumi, Serere, Soroti and Ngora districts.These three water catchment areas are alleged to have lost more than 70 per cent of the wetlands due to human intervention. While addressing the stakeholders in a meeting on Friday, Ms Annette Kezia Nantongo, a senior water officer with the Ministry of Water and Environment, said $7.75 million (about Shs29b) will be spent on the project.Ms Nantongo, who is also the project officer, said the drive aims at increasing the resilience of the surrounding communities to the risk of floods and landslides through promoting catchment based integrated, equitable and sustainable management of water and related resources. All these areas that we are targeting are prone to floods. People have depleted wetlands and the effects are visible. They are at a high risk of losing all the water resources in the area as well as facing desertification if the water catchments are invaded like they are now,  Ms Nantongo said.CoverageAwoja catchment covers 11,000 square kilometres; Aswa catchment covers 27,631 square kilometres while Maziba catchment covers 1,370 square kilometres.The project officials met district leaders, media and civil society organisations in Kabale to agree on the modalities of implementing the project in the region. District leaders, however, expressed concern that the project has up-bottom approach which may limit the impact.Kabale LC5 Patrick Besigye Kaihwa said while ministries come up with well written projects, they end up not being implemented because they lack local content. He said locals should be involved in all the processes. We want a project that shall have impact, many projects the ministries bring to us are designed and executed from the centre therefore lacking local content, the reason they at times fail. We now need to get fully involved and help our people because they are the ones affected by climate change in the end,  Mr Kaihwa said.The Ntungamo LC5 chairman, Mr Denis Singahache, who is also the chairperson of the Maziba catchment, asked the leaders in the area to embrace any project that comes to address climate change because it is negatively affecting their livelihood.Background 2013. Majority of the wetlands in Kabale District were degraded and turned into gardens and dairy farms, an official said.The then district wetlands coordinator, Mr Joseph Murangira, said the increasing population triggered the high demand for farming land.He added that soil exhaustion on hill tops and the recent introduction of tea growing in the district had escalated the situation. He said less than five wetlands out of the 72 that existed in 1980s that were in existence, adding that plans were underway to evict the encroachers.[email protected] ",https://www.monitor.co.ug/News/National/Government-donors-partner-restore-wetlands/688334-5062532-132cc20/index.html
32,"Uganda, DR Congo unite to fight illegal wildlife trade - Daily Monitor","KABAROLE. In a bid to fight illegal wildlife trade and trafficking in Queen Elizabeth and Virunga national parks, Uganda and Democratic Republic of Congo (DRC) through their wildlife authority bodies have embarked on trans-boundary collaboration to curb the vice.The wildlife authorities in Uganda include International Fund for Animal Welfare (IFAW) in partnership with the Uganda Wildlife Authority (UWA).IFAW is an international non-governmental organisation that protects animals and their habitants. The UWA deputy executive director, Mr George Owoyesigire, said Uganda is endowed with diverse natural resources such as wildlife, forests and wetlands, but poaching, illegal wildlife trade and habitat degradation remain threats. We have seen a serious decline in wildlife populations due to poaching and illegal wildlife trade,  he said.Mr Owoyesigire said this on Saturday at Koikoi in Fort Portal Town during a training of security and law enforcement officers within Queen Elizabeth and Virunga national parks on how to detect and combat illegal wildlife trade.He said due to the efforts, UWA with support from stakeholders are beginning to witness an increase in wild animals. For instance, elephant population decreased from 30,000 in 1960 to only 2,000 by 1983 and have since increased to 5,808 in 2017; buffalos were 60,000 in 1960 decreased to 25,000 in 1982 but have since increased to 37,054,  he said.Mr Owoyesigire said deforestation has had devastating effects on the forest cover from more than 30 per cent in 1990 to less than 9 per cent by 2019, wetland cover from more than 40 per cent in 1980 to less than 8 per cent by 2018. As a result of degradation, wild life in habitats have been destroyed, lakes have been depleted and that s the very reason we are experiencing an increase in human-wildlife conflicts, poverty and poaching as people strive to earn a living,  he said.The programmes director of IFAW, Mr Moses Olinga, said collaborating with the neighbouring country (DRC) will help in combating illegal wildlife trade easily.He said:  When animals cross from Uganda to DRC, they are killed because it is unknown where they belong. The border between Uganda and DRC has been used by poachers, and they have been killing animals from Uganda and they take them to DRC and vice versa.  He said pangolins have been the most poached animals because of their medicinal scales and therefore there is need for security agencies to get skills on how to identify scales of pangolins, skins of leopards, cheetahs, among others. People trying to smuggle chimps and other animals have been arrested at Entebbe, Jomo Kenyatta and Addis Ababa international airports  he added.Kabarole Resident District Commissioner Stephen Asiimwe appealed to UWA officials and other stakeholders to also domesticate laws such as the Wildlife Act and the constitution [explain the laws in local languages] because people are not informed.[email protected] ",https://www.monitor.co.ug/News/National/Uganda-DR-Congo-unite-fight-illegal-wildlife-trade/688334-5062586-etnycb/index.html
33,Councillors raise queries over sold hospital equipment - Daily Monitor,"Kayunga. Councillors in Kayunga District have put the district executive committee on the spot over failure to show accountability of funds raised from the sale of old medical equipment at Kayunga General Hospital.The hospital is undergoing renovation and expansion at a cost of Shs70b. Dr Diana Atwine, the Permanent Secretary Ministry of Health, said the facility will be equipped with new machines upon completion.Although the council claims that they have not been informed about the funds raised, Mr Tom Sserwanga, the district chairperson, said about Shs210m has been collected from the exercise.Mr Jamir Ndugga, a councillor representing Kayonza Sub-county, said the district executive has utilised the funds without their approval. As council, we have not yet passed a supplementary budget to appropriate those funds, but we are shocked to learn that the executive has used it,  Mr Ndugga said at the weekend. When they wanted to sell off the medical equipment, they sought council approval, but when it comes to accountability, they dodge around, it means there is misappropriation and corruption tendencies,  he added.Some officials are also questioning the motive of the district executive to constitute another committee to handle the auctioning instead of the procurement and disposal unit. We were left out of this exercise (sale of equipment) and we are also watching from a distance,  an official from the procurement department, who preferred anonymity, said.Mr Sserwanga set up a verification team headed by Mr Charles Iga, the district fisheries officer, to dispose of the equipment.Mr Sserwanga categorised the funds from the sale as local revenue, saying they can be used in daily operations. The Shs210m is very little. We have so far used Shs42m to roof the theatre at Bbaale Health Centre IV. We wanted to do something tangible from these funds,  he said.Mr Sserwanga said they would show accountability to relevant authorities such as the Auditor General and Inspectorate of Government, adding that  we want to be as transparent as possible. Mr Benson Otim, the acting district chief administrative officer, also dismissed claims that the money had been misappropriated. Council has approved these funds to be used in fencing the district headquarters, buying furniture for the district chairperson and others,  Mr Otim said.He said the exercise is still ongoing and those who want accountability should wait for it to be concluded.Kayunga General Hospital, which was constructed in the 1970s, had never had any major renovations.Dr Sarah Opendi, the State minister for Health in-charge of General Duties, said government will delay the elevation of the hospital to a regional referral due to lack of funds. SoldSo far, the district has sold more than 700 aluminium iron sheets, hospital beds, mattresses and other equipment from the theatre among others. The renovation and expansion of the hospital is expected to be concluded by February next year.[email protected]",https://www.monitor.co.ug/News/National/Councillors-raise-queries-over-sold-hospital-equipment/688334-5062598-ijid1i/index.html
34,Increased  murder cases worry Bugisu  authorities - Daily Monitor,"Police and local leaders in Bugisu Sub-region have expressed concern over the increasing number of murder cases in the area.Police statistics indicate that more than 20 cases of murder were registered in Namisindwa, Manafwa, Mbale, Bududa, Bulambuli and Sironko districts between January and February this year.Police said the cases were a result of land wrangles, witchcraft, misunderstanding over inherited family property and business rivalry, among others.  We have registered a string of gruesome killings and this has caused fear among the locals. When family and clan members disagree on land and other properties, they resort to mob justice. When a family member is killed, the community also lynches culprits,  Mr Robert Tukei, the Elgon Region police spokesperson, said.He said Namisindwa tops in the cases followed by Mbale and Manafwa. Political and religious leaders, and community members should help us fight the crime in their respective districts,  Mr Tukei said.He said police have embarked on a massive community policing campaign to reduce cases of domestic violence and land wrangles. We have also intensified night patrols in all districts in the region to deal with the robbers,  he said.Police also say more than 30 cases of phone theft and 114 cases of other thefts were recorded in the two months.Mr George William Wopuwa, the Namisindwa chairperson, said they registered 20 deaths arising from either suicide or family-related murders, adding that many of the victims were more than 80 years of age. We have had community policing in many sub-counties but the trend continues. We are worried because you can t tell who is next,  he said.Mr Moses Kigai Wamoto, the Resident District Commissioner, said they started conducting joint security meetings in the district to fight the vice.Mr Wamoto, who also heads the district security committee, urged residents to use local council courts and religious leaders to resolve disputes. Mr Yasin Wabomba, the Mbale Municipal Council deputy speaker, urged police and village chairpersons to work together. Police should work with local leaders to fight crime because it is one of the causes of underdevelopment,  he said.Mr John Magomu, a resident, said perpetrators mainly target elders in order to grab their land.Past years2018: The region registered 156 murder cases, 236 for robbery, 239 for phone thefts and 1,334 for other kinds of theft  2017: Murder cases registered were 241, robberies-233, Theft of phones-261 and theft of all kinds-1526.[email protected]",https://www.monitor.co.ug/News/National/Increased--murder-cases-worry-Bugisu--authorities/688334-5062614-496acm/index.html
35,Police foil theft of baby at Hoima regional hospital - Daily Monitor,"Hoima. Police in Hoima District have arrested a mother who had allegedly conspired with medical personnel to steal a baby from Hoima Regional Referral Hospital. According to police, the 21-year-old resident of Kiburwa Village in Kitoba Sub-county on Saturday at around 11pm allegedly made her way into the hospital and negotiated with two nurses to have her one-week old baby girl swapped with a baby boy of the same age.A whistle-blower, who heard of the plot, notified police, leading to the woman s arrest.According to preliminary information gathered by the police, one of the nurses on duty asked for Shs300,000 to execute the plan.  However, the suspect only had Shs80,000. She paid Shs50,000 and the balance was to be paid immediately after the deal had been effected. She was immediately arrested and taken to Hoima police,  said Mr Julius Hakiza, the Albertine region police spokesperson.Police detectives later visited the hospital for evidence gathering. They then contacted her husband. We do appeal to the mothers in hospitals to always be vigilant not to lose their new born babies. There are many people with ill intentions wandering in the hospitals. Always tip the nurses so that we can apprehend the culprits,  Mr Hakiza said. The hospital director, Dr Peter Mukobi, said they have increased security at the facility to prevent future thefts.Recent caseIn July last year, a child was stolen from Hoima Regional Referral Hospital from a Rwandan refugee. According to police detectives, the refugee from Kyangwali camp delivered by caesarean section under the help of medical workers at the hospital. Shortly after delivery a nurse on duty sent one of the mother s caretaker to pick a stretcher which would be used to transport the baby and the mother from the labour ward.By the time the caretaker returned, the baby had been taken and the nurse had disappeared. [email protected]",https://www.monitor.co.ug/News/National/Police-foil-theft-baby-Hoima-regional-hospital/688334-5061970-14yo6oqz/index.html
36,"Agent quizzed, Hima to hand Tororo land back to locals - Daily Monitor","Kampala. Hima Cement has agreed to hand over land around Tororo rock back to the locals in Mwello Village after conceding that the company s agent acquired the land arbitrarily. Appearing before the land probe on Thursday, the Hima Cement managing director, Mr Nicolas George, conceded that their agent Optima Mining and Minerals had been placed under investigations because everything they did in Mwello was questionable. He said in the result, they suspended the quarrying project intended to start in Mwello.Appearing before the land probe on Friday, Mr Dunstan Ndyaguma, the managing director of Optima Mining and Minerals, was advised by the commission to get a lawyer to educate him on the land tenure system around Mwello rock in Tororo. The commission s lead counsel, Mr Ebert Byenkya, said Mr Ndyaguma did not know the land tenure system in Tororo where he was hired by Hima Cement to buy surface rights for the company on a 21-year lease. Hima Cement initially avoided buying the surface rights directly because brokers would inflate the price.The commission asked Mr Ndyaguma to explain the land system around Mwello rock and he said it s Mailo. Later, he contradicted himself saying it s Private Mailo. Earlier, the commission chairperson, Justice Catherine Bamugemereire, described Mr Ndyaguma as a dangerous man in matters related to land given how he manipulated the locals.  It s questionable how a company like Hima Cement can deal with a person like you. We are going to ask Hima Cement to come and explain,  Justice Bamugemereire said. Residents accused Mr Ndyaguma of handing them large sums of money in a bid to lure them to sell their land to him. During cross-examination, Mr Byenkya said Mr Ndyaguma bought land from locals who have a permanent ownership and intended to apply for a lease on the land from Tororo District Land Board. Mr Ndyaguma was informed that for such acquisitions to be legitimate the people selling the land must have a customary certificate on the land, which was not the case. Residents of eight villages in Mwello parish want the land probe to stop Hima Cement from buying their communal land without compensation. Mr Ndyaguma concurred with the former Commissioner for Geological Surveys and Mines, Mr Edward Kato, who told the land probe that Hima Cement did not have a mining licence but a three-year exploration permit. [email protected]",https://www.monitor.co.ug/News/National/Agent-quizzed-Hima-hand-Tororo-land-back-to-locals/688334-5061112-vedg8s/index.html
37,UK police probing five over Rwanda genocide - Daily Monitor,"British police said Tuesday it was reviewing allegations against five men accused by Rwanda of involvement in the country's 1994 genocide.Two days after the world commemorated the quarter-century anniversary of the gruesome ethnic massacre, the Metropolitan Police's War Crimes Unit said it had ""received a request from Rwandan authorities in January 2018 to investigate five individuals.""Documentation relevant to this request has been passed to the War Crimes Unit and the unit is currently assessing this material,"" it said.Some 800,000 people, mostly Tutsis and moderate Hutus, were beaten, shot, or hacked to death with machetes in 100 days of slaughter.Citing human rights concerns, a British court in 2015 denied a Rwandan extradition request for the five men: Vincent Brown, Charles Munyaneza, Emmanuel Nteziryayo, Celestin Ugirashebuja and Celeste Mutabaruka.They are accused by Rwanda of genocide, complicity in genocide, crimes against humanity, conspiracy to murder, forming a criminal gang and inciting disorder, but have reportedly denied any involvement.Last week, French President Emmanuel Macron announced the creation of a commission of historians and researchers that will delve into the state archives for clarity on France's actions during the genocide.Rwanda accuses France of having supported the ethnic Hutu forces behind most of the killing and of helping some of the perpetrators to escape, allegations Paris rejects.",https://www.monitor.co.ug/News/World/UK-police-five-Rwanda-genocide-War-Crimes-Unit-Munyaneza/688340-5063676-13muwkr/index.html
38,Gun fire outside army headquaters as Sudan protestors press on - Daily Monitor,"Sudanese security forces fired tear gas early Tuesday at thousands of anti-government protesters who had been demonstrating outside army headquarters for a third straight night, but soldiers intervened firing in the air, witnesses said.Thousands of protesters have massed at the Khartoum complex since Saturday, urging the military to back them in demanding the resignation of President Omar al-Bashir and the formation of a transitional government.It is the largest rally since protests erupted over a hike in bread prices in December, before transforming into nationwide demonstrations against Bashir's 30-year rule.Early on Tuesday, members of the National Intelligence and Security Service and riot police fired tear gas at the protesters in an abortive bid to disperse the sit-in, protest movement organisers said.""There was heavy firing of tear gas after which army soldiers opened the gates of the compound for protesters to enter,"" a witness told AFP.""A few minutes later a group of soldiers fired gunshots in the air to push back the security forces who were firing tear gas.""A second witness too said soldiers had intervened against the security force agents.An AFP correspondent, some five kilometres (three miles) away from the headquarters, heard shooting for about four minutes. Since the protests erupted in December, the armed forces have remained on the sidelines even as security agents and riot police have cracked down.Demonstrators have called on the army to protect them from the deadly crackdown, after days of camping outside its headquarters, which also houses Bashir's residence and the defence ministry.Wish of the revolutionDefence Minister General Awad Ibnouf vowed that the army would prevent any slide into chaos.""Sudan's armed forces understand the reasons for the demonstrations and is not against the demands and aspirations of the citizens, but it will not allow the country to fall into chaos,"" Ibnouf said on Monday, according to the official SUNA news agency.In a separate statement, army chief of staff Kamal Abdelmarouf said the military was ""discharging its responsibility in securing and protecting citizens.""Officials say 38 people have died in protest-related violence since December.Interior Minister Bushara Juma said seven protesters died and 15 were wounded on Saturday when forces tried to disperse them.He said 42 security personnel were injured and 2,496 arrests made.The umbrella group spearheading the protests appealed to the army on Monday for talks on forming a transitional government.""We call on the Sudanese armed forces to talk directly with the Alliance for Freedom and Change for facilitating the peaceful process of forming a transitional government,"" said Omar el-Digeir, a senior member of the group.Digeir said the protest organisers had formed a council to open talks aimed at agreeing a ""transitional government that represents the wish of the revolution"".Reading from a statement, he also called on the armed forces ""to withdraw their support for a regime that has lost its legitimacy"" and to support the ""people's alternative for a transition to a civilian democratic government"".Economic mismanagement The rally outside the army headquarters has been the largest since protests began on December 19 in the central town of Atbara, quickly spreading to the capital and nationwide.The European Union said an ""unprecedented"" number of people had come out calling for change since Saturday.""The people of Sudan have shown remarkable resilience in the face of extraordinary obstacles over many years,"" the EU's External Action Service said.""Their trust must be won through concrete action by the government.""The protesters accuse Bashir's administration of economic mismanagement that has led to soaring food prices and chronic shortages of fuel and foreign currency.After a meeting chaired by Bashir on Sunday, Sudan's security council said the demands of the protesters ""have to be heard"".Bashir, wanted by the Hague-based International Criminal Court on charges of war crimes and genocide connected with the suppression of a now 16-year-old ethnic minority rebellion in the western region of Darfur, took power in an Islamist-backed coup in 1989.He has remained defiant, introducing tough measures that have seen protesters, opposition leaders, activists and journalists arrested.",https://www.monitor.co.ug/News/World/Gun-fire-army-headquaters-Sudan-Omar-alBashir-protestors/688340-5063414-uk3vehz/index.html
39,"Rhino poacher crushed by elephant, eaten by lions - Daily Monitor","A suspected rhino poacher was trampled to death by an elephant and his body devoured by lions in South Africa's Kruger National Park, officials said Monday.South African rangers have recovered the skull of the man in the vast Kruger sanctuary, which has born the brunt of much of the country's poaching crisis.According to a park spokesman, rangers were alerted after the victim's alleged accomplices told his family that he had been crushed to death by an elephant.The man's remains were discovered on Thursday after a two day search involving aircraft and rangers on foot, with the help of the victim's accomplices.""Our field rangers looked around the area and made the unfortunate discovery of a skull. That was the only remaining part of the deceased,"" Kruger national park spokesman Isaac Phaahla told AFP.He said a pride of lions was thought to have been in the area and were believed to have devoured the man's remains.""But the family were grateful that at least they have the bone to go and bury and they know what happened,"" Phaahla said.Four of the man's accomplices have since been arrested and are expected to appear in court this week.The demand for rhino horn has placed Africa at the epicentre of a global poaching and trafficking crisis.South Africa, which is home to about 80 percent of the world rhino population, has been hit hardest, with much of the poaching concentrated on the Kruger park.In 2018, 769 rhinos were poached in South Africa alone, according to the country's environment ministry. More than 7,100 animals have been killed over the past decade ",https://www.monitor.co.ug/News/World/Rhino-poacher-elephant--lions-Kruger-skull-South-Africa/688340-5061790-nu4vh3/index.html
40,"Tunisia president, 92, says doesn't plan to run for re-election - Daily Monitor","Tunisia's 92-year-old president said Saturday he did not plan to stand for re-election in the November polls, in order to make way for someone younger.""In all honesty, I don't think I will put myself forward,"" President Beji Caid Essebsi told the Nidaa Tounes party which he founded in 2012, adding it was time ""to open the door to the youth"".His speech before thousands of members at the party's congress came several days after Abdelaziz Bouteflika, the 82-year-old ailing leader of neighbouring Algeria, resigned in the face of huge protests ending two decades in power. Essebsi, Tunisia's first democratically elected president, urged his party however to overcome bitter internal divisions and to bring Prime Minister Youssef Chahed back into the fold.Tensions have flared between Chahed and Essebsi's son, Hafedh Caid Essebsi, leading to the premier being sidelined from Nidaa Tounes and forming his own rival party, Tahia Tounes.Essebsi's secularist Nidaa Tounes won the 2014 elections and formed a coalition with the Islamist-inspired Ennahdha that lasted four years before the two parties split.Presidential elections are due on November 17, after parliamentary elections which have been scheduled for October 6.Tunisia, whose 2011 revolt toppled longtime dictator Zine El Abidine Ben Ali and sparked the Arab Spring uprisings, has been hailed as a model of democratisation in the Arab world, but has faced economic woes and jihadist attacks.None of the North African country's main political parties have yet announced their candidates for the presidential polls.",https://www.monitor.co.ug/News/World/Tunisia-president-reelection-Beji-Caid-Essebsi-Chahed/688340-5060596-lbcl3m/index.html
41,Africa's richest man withdrew $10 million just to look at it - Daily Monitor,"Nigerian billionaire Aliko Dangote, known as Africa's richest man, told a forum in Ivory Coast on Saturday how he once took $10 million (about Shs37b) in cash out of the bank just to look at it and get it into his head that this was real money, not just figures on paper.""When you're young your first million is important, but after, the numbers don't mean much,"" Dangote, a manufacturing tycoon with a range of companies spanning cement to flour, told the Mo Ibrahim forum in Abidjan.""One day, I cashed 10 million, put them in the boot of my car I put it in my room. I looked at them and thought 'now I believe I have money' and took it back to the bank the next day,"" he told his audience.Anecdotes aside, Dangote said that the two most promising sectors for Africa's future were agriculture and new technologies. But he advised young African entrepreneurs not to get carried away by the first flush of success.""Often in Africa we spend our projected incomes. There are ups and downs"" in business, he warned.Dangote said he regretted the customs and administrative problems that hamper business development throughout the continent.As an example he cited the difficulties his cement group faces in exporting to Benin from Nigerian factories 40 kilometres (25 miles) from the border. Benin imported ""more expensive"" cement from China instead.",https://www.monitor.co.ug/News/World/Africa-richest-man10-million-Dangote-cement-China-/688340-5060572-skcfrc/index.html
